,tconst,movie,link,runtime,genres,day,month,year,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
3899,tt0329111,Strayed,/movie/Strayed,95,"Drama,Romance,War",14,05,2004,WellSpring,,,,,,,,,,482357.0,,,,,,,,,,,,,,,,,,,,,,,,,,77674.0,,,,,,,,,,,,,,,,
3900,tt0377744,A Day Without a Mexican,/movie/Day-Without-a-Mexican-A,100,"Comedy,Drama,Fantasy",14,05,2004,Televisa Cine,,,,,,,,,,4180870.0,,,,,,,,,,,,,,,,,,,,,,,,,,673247.0,,,,,,,,,,,,,,,,
3902,tt0379217,Coffee and Cigarettes,/movie/Coffee-and-Cigarettes,95,"Comedy,Drama,Music",14,05,2004,MGM,,,,,,,,,,1971135.0,,,,,,,,,,,,,,,,,,,,,,,,,,317413.0,,,,,,,,,,,,,,,,
3904,tt0246404,The 24th Day,/movie/24th-Day-The,92,Thriller,14,05,2004,Screen Media Films,,,,,,,,,,14107.0,,,,,,,,,,,,,,,,,,,,,,,,,,2271.0,,,,,,,,,,,,,,,,
3905,tt0408338,With All Deliberate Speed,/movie/With-All-Deliberate-Speed,110,"Documentary,History",14,05,2004,CameraPlanet/Disc…,,,,,,,,,,4920.0,,,,,,,,,,,,,,,,,,,,,,,,,,792.0,,,,,,,,,,,,,,,,
3906,tt0344796,After Freedom,/movie/After-Freedom,87,Drama,14,05,2004,Vitagraph Films,,,,,,,,,,35639.0,,,,,,,,,,,,,,,,,,,,,,,,,,5738.0,,,,,,,,,,,,,,,,
3907,tt0332831,Springtime in a Small Town,/movie/Springtime-in-a-Small-Town,116,"Drama,Romance",14,05,2004,Palm Pictures,,,,,,,,,,42258.0,,,,,,,,,,,,,,,,,,,,,,,,,,6804.0,,,,,,,,,,,,,,,,
3909,tt0349169,Breakin' All the Rules,/movie/Breakin-All-the-Rules,85,"Comedy,Romance",14,05,2004,20th Century Fox,,,,,,,,,,12232382.0,,,,,,,,,,,,,,,,,,,,,,,,,,1969787.0,,,,,,,,,,,,,,,,
3910,tt0332452,Troy,/movie/Troy,163,"Drama,History",14,05,2004,Warner Bros.,,,,,,,,,,133298577.0,,,,,,,,,,,,,,,,,,,,,,,,,,21465149.0,,,,,,,,,,,,,,,,
3911,tt0364517,Love Me If You Dare,/movie/Love-Me-If-You-Dare,93,"Comedy,Drama,Romance",19,05,2004,Paramount Vantage,,,,,,,,,,548707.0,,,,,,,,,,,,,,,,,,,,,,,,,,88358.0,,,,,,,,,,,,,,,,
3913,tt0298148,Shrek 2,/movie/Shrek-2,93,"Adventure,Animation,Comedy",19,05,2004,Dreamworks SKG,,,,,,,,,,441226247.0,,,,,,,,,,,,,,,,,,,,,,,,,,71050925.0,,,,,,,,,,,,,,,,
3914,tt0391024,Control Room,/movie/Control-Room,84,Documentary,21,05,2004,Magnolia Pictures,,,,,,,,,,2589616.0,,,,,,,,,,,,,,,,,,,,,,,,,,417007.0,,,,,,,,,,,,,,,,
3915,tt0306432,My Mother Likes Women,/movie/My-Mother-Likes-Women,96,"Comedy,Drama",21,05,2004,Norador Productions,,,,,,,,,,81883.0,,,,,,,,,,,,,,,,,,,,,,,,,,13185.0,,,,,,,,,,,,,,,,
3916,tt0382383,Yuva,/movie/Yuva,161,"Action,Drama,Thriller",21,05,2004,Net Effect,,,,,,,,,,331166.0,,,,,,,,,,,,,,,,,,,,,,,,,,53327.0,,,,,,,,,,,,,,,,
3917,tt0339827,Twist,/movie/Twist,97,Drama,21,05,2004,Strand,,,,,,,,,,50968.0,,,,,,,,,,,,,,,,,,,,,,,,,,8207.0,,,,,,,,,,,,,,,,
3918,tt0339727,Stateside,/movie/Stateside,97,"Drama,Music,Romance",21,05,2004,IDP Distribution,,,,,,,,,,174318.0,,,,,,,,,,,,,,,,,,,,,,,,,,28070.0,,,,,,,,,,,,,,,,
3919,tt0325234,The Delicate Art of Parking,/movie/Delicate-Art-of-Parking-The,90,Comedy,21,05,2004,Distributor Unknown,,,,,,,,,,156697.0,,,,,,,,,,,,,,,,,,,,,,,,,,25233.0,,,,,,,,,,,,,,,,
3921,tt0312510,The Burial Society,/movie/Burial-Society-The,94,Thriller,28,05,2004,Regent Releasing,,,,,,,,,,20580.0,,,,,,,,,,,,,,,,,,,,,,,,,,3314.0,,,,,,,,,,,,,,,,
3922,tt0350028,Raising Helen,/movie/Raising-Helen,119,"Comedy,Drama,Romance",28,05,2004,Walt Disney,,,,,,,,,,37485528.0,,,,,,,,,,,,,,,,,,,,,,,,,,6036316.0,,,,,,,,,,,,,,,,
3923,tt0338543,Wake,/movie/Wake-(2004),90,Drama,28,05,2004,Newmarket Films,,,,,,,,,,6164.0,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,,,,,,,,,,,,,,,,
3924,tt0319262,The Day After Tomorrow,/movie/Day-After-Tomorrow-The,124,"Action,Adventure,Sci-Fi",28,05,2004,20th Century Fox,,,,,,,,,,186740799.0,,,,,,,,,,,,,,,,,,,,,,,,,,30070982.0,,,,,,,,,,,,,,,,
3925,tt0354575,The Five Obstructions,/movie/fem-benspaend-De,90,Documentary,28,05,2004,Koch Lorber Films,,,,,,,,,,150966.0,,,,,,,,,,,,,,,,,,,,,,,,,,24310.0,,,,,,,,,,,,,,,,
3927,tt0367085,Soul Plane,/movie/Soul-Plane,86,Comedy,28,05,2004,MGM,,,,,,,,,,13922211.0,,,,,,,,,,,,,,,,,,,,,,,,,,2241901.0,,,,,,,,,,,,,,,,
3928,tt0390632,Word Wars,/movie/Word-Wars,80,"Comedy,Documentary",28,05,2004,Seventh Art Relea…,,,,,,,,,,76481.0,,,,,,,,,,,,,,,,,,,,,,,,,,12315.0,,,,,,,,,,,,,,,,
3929,tt0390323,On the Downlow,/movie/On-the-Downlow,84,Drama,28,05,2004,Cinema Con Sabor,,,,,,,,,,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,
3931,tt0342150,Bukowski: Born Into This,/movie/Bukowski-Born-Into-This,130,"Biography,Documentary",28,05,2004,Magnolia Pictures,,,,,,,,,,311431.0,,,,,,,,,,,,,,,,,,,,,,,,,,50149.0,,,,,,,,,,,,,,,,
3932,tt0323298,The Mother,/movie/Mother-The,112,"Drama,Romance",28,05,2004,Sony Pictures,,,,,,,,,,1062253.0,,,,,,,,,,,,,,,,,,,,,,,,,,171055.0,,,,,,,,,,,,,,,,
3933,tt0378072,Hum Tum,/movie/Hum-Tum,143,"Comedy,Drama,Romance",28,05,2004,Yash Raj Films,,,,,,,,,,796641.0,,,,,,,,,,,,,,,,,,,,,,,,,,128283.0,,,,,,,,,,,,,,,,
3934,tt0342428,Firedancer,/movie/Firedancer,79,Drama,04,06,2004,Cinema Four,,,,,,,,,,2422.0,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,,
3935,tt0373861,The Story of the Weeping Camel,/movie/Story-of-the-Weeping-Camel-The,93,"Documentary,Drama,Family",04,06,2004,ThinkFilm,,,,,,,,,,1751698.0,,,,,,,,,,,,,,,,,,,,,,,,,,282076.0,,,,,,,,,,,,,,,,
3936,tt0246578,Donnie Darko,/movie/Donnie-Darko,113,"Drama,Mystery,Sci-Fi",04,06,2004,Newmarket Films,,,,,,,423244.0,94131.0,,753147.0,,,,,,,,,,,,,209484.0,,,,,,,,,,74778.0,16201.0,,121279.0,,,,,,,,,,,,,23353.0,,,
3938,tt0364303,Dev,/movie/Dev,172,Drama,11,06,2004,Distributor Unknown,,,,,,,,,,84728.0,,,,,,,,,,,,,,,,,,,,,,,,,,13643.0,,,,,,,,,,,,,,,,
3940,tt0296572,The Chronicles of Riddick,/movie/Chronicles-of-Riddick-The,119,"Action,Adventure,Sci-Fi",11,06,2004,Universal,,,,,,,,,,57712751.0,,,,,,,,,,,,,,,,,,,,,,,,,,9293518.0,,,,,,,,,,,,,,,,
3941,tt0332375,Saved!,/movie/Saved,92,"Comedy,Drama",11,06,2004,MGM,,,,,,,,,,8886160.0,,,,,,,,,,,,,,,,,,,,,,,,,,1430943.0,,,,,,,,,,,,,,,,
3943,tt0314197,Imagining Argentina,/movie/Imagining-Argentina,107,"Drama,Romance,Thriller",11,06,2004,Arenas Entertainment,,,,,,,,,,7951.0,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0,,,,,,,,,,,,,,,,
3945,tt0327162,The Stepford Wives,/movie/Stepford-Wives-The-(2004),93,"Comedy,Horror,Sci-Fi",11,06,2004,Paramount Pictures,,,,,,,,,,59475623.0,,,,,,,,,,,,,,,,,,,,,,,,,,9577395.0,,,,,,,,,,,,,,,,
3947,tt0391225,The Hunting of the President,/movie/Hunting-of-the-President-The,90,Documentary,11,06,2004,Regent Releasing,,,,,,,,,,376552.0,,,,,,,,,,,,,,,,,,,,,,,,,,60636.0,,,,,,,,,,,,,,,,
3948,tt0374900,Napoleon Dynamite,/movie/Napoleon-Dynamite,96,Comedy,11,06,2004,Fox Searchlight,,,,,,,,,,44411050.0,129906.0,,,,,,,,,,,,,,,,,,,,,,,,,7151537.0,20266.0,,,,,,,,,,,,,,,
3949,tt0327437,Around the World in 80 Days,/movie/Around-the-World-in-80-Days-(2004),120,"Action,Adventure,Comedy",16,06,2004,Walt Disney,,,,,,,,,,24004159.0,,,,,,,,,,,,,,,,,,,,,,,,,,3865404.0,,,,,,,,,,,,,,,,
3950,tt0366532,Seducing Doctor Lewis,/movie/Grande-Seduction-La,108,Comedy,18,06,2004,WellSpring,,,,,,,,,8009736.0,1805592.0,17546.0,,,,,,,,,,,,,,,,,,,,,,,,1328314.0,290755.0,2737.0,,,,,,,,,,,,,,,
3952,tt0323013,Lakshya,/movie/Lakshya,186,"Action,Drama,Romance",18,06,2004,UTV Communications,,,,,,,,,,752344.0,,,,,,,,,,,,,,,,,,,,,,,,,,121150.0,,,,,,,,,,,,,,,,
3953,tt0363249,Father and Son,/movie/Father-and-Son,97,Drama,18,06,2004,WellSpring,,,,,,,,,,38150.0,,,,,,,,,,,,,,,,,,,,,,,,,,6143.0,,,,,,,,,,,,,,,,
3954,tt0392739,Saints and Sinners,/movie/Saints-and-Sinners,80,Documentary,18,06,2004,Avatar,,,,,,,,,,3826.0,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,,,
3956,tt0319531,I'll Sleep When I'm Dead,/movie/Ill-Sleep-When-I-m-Dead,103,"Crime,Drama,Mystery",18,06,2004,Paramount Vantage,,,,,,,,,,358804.0,,,,,,,,,,,,,,,,,,,,,,,,,,57778.0,,,,,,,,,,,,,,,,
3957,tt0399445,Once Upon a Time in the Hood,/movie/Once-Upon-a-Time-in-the-Hood,94,Action,18,06,2004,Maverick Entertai…,,,,,,,,,,1292.0,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,
3959,tt0324197,Time of the Wolf,/movie/Time-of-the-Wolf,114,"Drama,Horror",18,06,2004,Palm Pictures,,,,,,,,,,61439.0,,,,,,,,,,,,,,,,,,,,,,,,,,9893.0,,,,,,,,,,,,,,,,
3962,tt0362227,The Terminal,/movie/Terminal-The-(2004),128,"Comedy,Drama,Romance",18,06,2004,Dreamworks SKG,,,,,,,,,,77073959.0,,,,,,,,,,,,,,,,,,,,,,,,,,12411265.0,,,,,,,,,,,,,,,,
3963,tt0361596,Fahrenheit 9/11,/movie/Fahrenheit-9-11,122,"Documentary,Drama,War",23,06,2004,Lionsgate,,,,,,,,,,119114517.0,,,,,,,,,,,,,,,,,,,,,,,,,,19181081.0,,,,,,,,,,,,,,,,
3964,tt0381707,White Chicks,/movie/White-Chicks,109,"Comedy,Crime",23,06,2004,Sony Pictures,,,,,,,,,,69148997.0,,,,,,,,,,,,,,,,,,,,,,,,,,11135104.0,,,,,,,,,,,,,,,,
3965,tt0332280,The Notebook,/movie/Notebook-The,123,"Drama,Romance",25,06,2004,New Line,,,,,,,,,,81001787.0,,,,,,,,,,,,,,,,,,,,,,,,,,13043766.0,,,,,,,,,,,,,,,,
3966,tt0331525,The Intended,/movie/Intended-The,110,"Drama,Thriller",25,06,2004,IFC Films,,,,,,,,,,7522.0,,,,,,,,,,,,,,,,,,,,,,,,,,1211.0,,,,,,,,,,,,,,,,
3967,tt0338512,Two Brothers,/movie/Two-Brothers,109,"Adventure,Drama,Family",25,06,2004,Universal,,,,,,,,,,19176754.0,,,,,,,,,,,,,,,,,,,,,,,,,,3088044.0,,,,,,,,,,,,,,,,
3968,tt0297753,Kaena: The Prophecy,/movie/Kaena-La-prophetie,85,"Adventure,Animation,Family",25,06,2004,IDP Distribution,,,,,,,,,,7674.0,,,,,,,,,,,,,,,,,,,,,,,,,,1235.0,,,,,,,,,,,,,,,,
3969,tt0352277,De-Lovely,/movie/De-Lovely,125,"Biography,Drama,Music",25,06,2004,MGM,,,,,,,,,,13337299.0,,,,,,,,,,,,,,,,,,,,,,,,,,2147713.0,,,,,,,,,,,,,,,,
3970,tt0316654,Spider-Man 2,/movie/Spider-Man-2,127,"Action,Adventure,Sci-Fi",30,06,2004,Sony Pictures,,,,,,,,,,373524485.0,,,,,,,,,,,,,,,,,,,,,,,,,,60148870.0,,,,,,,,,,,,,,,,
3971,tt0381681,Before Sunset,/movie/Before-Sunset,80,"Drama,Romance",02,07,2004,Warner Independent,,,,,,,,,,5792822.0,,,,,,,,,,,,,,,,,,,,,,,,,,932821.0,,,,,,,,,,,,,,,,
3974,tt0354243,Zhou Yu's Train,/movie/Zhou-Yus-Train,97,"Drama,Romance",02,07,2004,Sony Pictures Cla…,,,,,,,,,,141666.0,,,,,,,,,,,,,,,,,,,,,,,,,,22812.0,,,,,,,,,,,,,,,,
3975,tt0331952,The Clearing,/movie/Clearing-The,95,"Drama,Mystery,Thriller",02,07,2004,Fox Searchlight,,,,,,,,,,5763875.0,,,,,,,,,,,,,,,,,,,,,,,,,,928160.0,,,,,,,,,,,,,,,,
3977,tt0349683,King Arthur,/movie/King-Arthur-(2004),126,"Action,Adventure,Drama",07,07,2004,Walt Disney,,,,,,,,,,51877963.0,,,,,,,,,,,,,,,,,,,,,,,,,,8353939.0,,,,,,,,,,,,,,,,
3978,tt0368975,Sleepover,/movie/Sleepover,89,"Comedy,Family,Romance",09,07,2004,MGM,,,,,,,,,,9408183.0,,,,,,,,,,,,,,,,,,,,,,,,,,1515005.0,,,,,,,,,,,,,,,,
3979,tt0328844,The Inheritance,/movie/Inheritance-The,115,Drama,09,07,2004,Cinema Guild,,,,,,,,,,63886.0,3934.0,,,,,,,,,,,,,,,,,,,,,,,,,10287.0,613.0,,,,,,,,,,,,,,,
3982,tt0389326,Riding Giants,/movie/Riding-Giants,105,"Documentary,History,Sport",09,07,2004,Sony Pictures,,,,,,,,,,2276368.0,,,,,,,,,,,,,,,,,,,,,,,,,,366564.0,,,,,,,,,,,,,,,,
3983,tt0348593,The Door in the Floor,/movie/Door-in-the-Floor-The,111,"Comedy,Drama",14,07,2004,Focus Features,,,,,,,,,,3835551.0,,,,,,,,,,,,,,,,,,,,,,,,,,617641.0,,,,,,,,,,,,,,,,
3985,tt0389831,Camping Sauvage,/movie/Camping-Sauvage,100,"Comedy,Crime",16,07,2004,Alliance Films,,,,,,,,,,3479302.0,,,,,,,,,,,,,,,,,,,,,,,,,,560274.0,,,,,,,,,,,,,,,,
3986,tt0374277,Touch of Pink,/movie/Touch-of-Pink,91,"Comedy,Drama,Romance",16,07,2004,Sony Pictures Cla…,,,,,,,,,,564535.0,,,,,,,,,,,,,,,,,,,,,,,,,,90907.0,,,,,,,,,,,,,,,,
3987,tt0356470,A Cinderella Story,/movie/Cinderella-Story-A,95,"Comedy,Family,Romance",16,07,2004,Warner Bros.,,,,,,,,,,51438175.0,,,,,,,,,,,,,,,,,,,,,,,,,,8283119.0,,,,,,,,,,,,,,,,
3988,tt0390221,Maria Full of Grace,/movie/Maria-Full-of-Grace,101,"Crime,Drama",16,07,2004,New Line,,,,,,,,,,6529624.0,,,,,,,,,,,,,,,,,,,,,,,,,,1051469.0,,,,,,,,,,,,,,,,
3989,tt0262424,Freestyle: The Art of Rhyme,/movie/Freestyle-The-Art-of-Rhyme,60,"Documentary,Music",16,07,2004,Palm/Manga,,,,,,,,,,11255.0,,,,,,,,,,,,,,,,,,,,,,,,,,1812.0,,,,,,,,,,,,,,,,
3990,tt0361625,Flavors,/movie/Flavors,118,Comedy,16,07,2004,Net Effect,,,,,,,,,,93370.0,,,,,,,,,,,,,,,,,,,,,,,,,,15035.0,,,,,,,,,,,,,,,,
3991,tt0343818,"I, Robot",/movie/I-Robot,115,"Action,Drama,Sci-Fi",16,07,2004,20th Century Fox,,,,,,,,,,144801023.0,,,,,,,,,,,,,,,,,,,,,,,,,,23317395.0,,,,,,,,,,,,,,,,
3992,tt0372183,The Bourne Supremacy,/movie/Bourne-Supremacy-The,108,"Action,Mystery,Thriller",23,07,2004,Universal,,,,,,,,,,176087450.0,,,,,,,,,,,,,,,,,,,,,,,,,,28355466.0,,,,,,,,,,,,,,,,
3993,tt0359423,A Home at the End of the World,/movie/Home-at-the-End-of-the-World-A,97,"Drama,Romance",23,07,2004,Warner Independent,,,,,,,,,,1029017.0,,,,,,,,,,,,,,,,,,,,,,,,,,165703.0,,,,,,,,,,,,,,,,
3994,tt0327554,Catwoman,/movie/Catwoman,104,"Action,Crime,Fantasy",23,07,2004,Warner Bros.,,,,,,,,,,40202379.0,,,,,,,,,,,,,,,,,,,,,,,,,,6473813.0,,,,,,,,,,,,,,,,
3995,tt0368580,Asambhav,/movie/Asambhav,139,"Action,Adventure,Drama",23,07,2004,Eros Entertainment,,,,,,,,,,19504.0,,,,,,,,,,,,,,,,,,,,,,,,,,3140.0,,,,,,,,,,,,,,,,
3996,tt0410407,Orwell Rolls in His Grave,/movie/Orwell-Rolls-in-His-Grave,84,Documentary,23,07,2004,Sky Harbor Basement,,,,,,,,,,19257.0,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,,,,,,,,,,,,,,,,
3997,tt0364385,Ju-On: The Grudge,/movie/Ju-On-The-Grudge,92,Horror,23,07,2004,Vitagraph Films,,,,,,,,,,325661.0,,,,,,,,,,,,,,,,,,,,,,,,,,52441.0,,,,,,,,,,,,,,,,
3998,tt0372279,Festival Express,/movie/Festival-Express,90,"Documentary,History,Music",23,07,2004,ThinkFilm,,,,,,,,,,1174079.0,,,,,,,,,,,,,,,,,,,,,,,,,,189062.0,,,,,,,,,,,,,,,,
3999,tt0363226,The Blind Swordsman: Zatoichi,/movie/Zatoichi,116,"Action,Comedy,Crime",23,07,2004,Miramax,,,,,,,,,,853718.0,,,,,,,,,,,,,,,,,,,,,,,,,,137474.0,,,,,,,,,,,,,,,,
4000,tt0333766,Garden State,/movie/Garden-State,102,"Comedy,Drama,Romance",28,07,2004,Fox Searchlight,,,,,,,,,,26754251.0,28065.0,,,,,,,,,,,,,,,,,,,,,,,,,4308252.0,4378.0,,,,,,,,,,,,,,,
4001,tt0363532,Intimate Strangers,/movie/Confidences-trop-intimes,104,"Drama,Romance,Thriller",30,07,2004,Paramount Vantage,,,,,,,,,,2106677.0,,,,,,,,,,,,,,,,,,,,,,,,,,339239.0,,,,,,,,,,,,,,,,
4002,tt0361668,Gozu,/movie/Gozu,130,"Crime,Drama,Horror",30,07,2004,Pathfinder,,,,,,,,,,54419.0,,,,,,,,,,,,,,,,,,,,,,,,,,8763.0,,,,,,,,,,,,,,,,
4003,tt0423325,Tasuma,/movie/Tasuma-(2004),90,Drama,30,07,2004,ArtMattan Product…,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,
4004,tt0384533,She Hate Me,/movie/She-Hate-Me,138,"Comedy,Drama",30,07,2004,Sony Pictures,,,,,,,,,,365134.0,,,,,,,,,,,,,,,,,,,,,,,,,,58797.0,,,,,,,,,,,,,,,,
4005,tt0368447,The Village,/movie/Village-The,108,"Drama,Mystery,Thriller",30,07,2004,Walt Disney,,,,,,,,,,114197520.0,,,,,,,,,,,,,,,,,,,,,,,,,,18389294.0,,,,,,,,,,,,,,,,
4006,tt0368008,The Manchurian Candidate,/movie/Manchurian-Candidate-The-(2004),129,"Drama,Mystery,Sci-Fi",30,07,2004,Paramount Pictures,,,,,,,,,,65948711.0,,,,,,,,,,,,,,,,,,,,,,,,,,10619760.0,,,,,,,,,,,,,,,,
4007,tt0418362,Mujhse Shaadi Karogi,/movie/Mujhse-Shaadi-Karogi,163,"Comedy,Romance",30,07,2004,Zee Studios,,,,,,,,,,833648.0,,,,,,,,,,,,,,,,,,,,,,,,,,134242.0,,,,,,,,,,,,,,,,
4008,tt0167456,Thunderbirds,/movie/Thunderbirds,95,"Action,Adventure,Comedy",30,07,2004,Universal,,,,,,,,,,6768055.0,,,,,,,,,,,,,,,,,,,,,,,,,,1089863.0,,,,,,,,,,,,,,,,
4010,tt0372814,Free Radicals,/movie/Free-Radicals,120,"Drama,Romance",03,08,2004,Kino International,,,,,,,,,,4397.0,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,,
4011,tt0373283,Saints and Soldiers,/movie/Saints-and-Soldiers,90,"Action,Drama,War",06,08,2004,Excel Entertainment,,,,,,,,,,1141221.0,169249.0,,,,,,,,,,,,,,,,,,,,,,,,,183771.0,26403.0,,,,,,,,,,,,,,,
4012,tt0374102,Open Water,/movie/Open-Water,79,"Adventure,Drama,Horror",06,08,2004,Lionsgate,,,,,,,,,,30500882.0,,,,,,,,,,,,,,,,,,,,,,,,,,4911575.0,,,,,,,,,,,,,,,,
4013,tt0345549,Last Life in the Universe,/movie/Last-Life-in-the-Universe,112,"Comedy,Drama,Romance",06,08,2004,,,,,,,,,,,31747.0,,,,,,,,,,,,,,,,,,,,,,,,,,5112.0,,,,,,,,,,,,,,,,
4014,tt0326208,Stander,/movie/Stander,111,"Action,Biography,Crime",06,08,2004,,,,,,,,,,,19067.0,,,,,,,,,,,,,,,,,,,,,,,,,,3070.0,,,,,,,,,,,,,,,,
4015,tt0284880,Bang Rajan,/movie/Bang-Rajan,113,"Action,Drama,History",06,08,2004,Magnolia Pictures,,,,,,,,,,22826.0,,,,,,,,,,,,,,,,,,,,,,,,,,3675.0,,,,,,,,,,,,,,,,
4016,tt0345061,Code 46,/movie/Code-46,93,"Drama,Romance,Sci-Fi",06,08,2004,MGM,,,,,,,,,,197148.0,,,,,,,,,,,,,,,,,,,,,,,,,,31746.0,,,,,,,,,,,,,,,,
4018,tt0361841,Little Black Book,/movie/Little-Black-Book,107,"Comedy,Drama,Romance",06,08,2004,Sony Pictures,,,,,,,,,,20422207.0,,,,,,,,,,,,,,,,,,,,,,,,,,3288600.0,,,,,,,,,,,,,,,,
4020,tt0369339,Collateral,/movie/Collateral,120,"Crime,Drama,Thriller",06,08,2004,Dreamworks SKG,,,,,,,,,,100170152.0,,,,,,,,,,,,,,,,,,,,,,,,,,16130459.0,,,,,,,,,,,,,,,,
4022,tt0337960,Danny Deckchair,/movie/Danny-Deckchair,100,"Comedy,Romance",11,08,2004,Lionsgate,,,,,,,,,,159279.0,,,,,,,,,,,,,,,,,,,,,,,,,,25648.0,,,,,,,,,,,,,,,,
4023,tt0347368,L.A. Twister,/movie/L-A-Twister,92,Comedy,13,08,2004,Indican Pictures,,,,,,,,,,50980.0,3464.0,,,,,,,,,,,,,,,,,,,,,,,,,8209.0,540.0,,,,,,,,,,,,,,,
4025,tt0346800,Cowards Bend the Knee,/movie/Cowards-Bend-the-Knee,60,"Drama,Romance",13,08,2004,Zeitgeist,,,,,,,,,,22940.0,,,,,,,,,,,,,,,,,,,,,,,,,,3694.0,,,,,,,,,,,,,,,,
4028,tt0370263,AVP: Alien Vs. Predator,/movie/AVP-Alien-Vs-Predator,101,"Action,Adventure,Horror",13,08,2004,20th Century Fox,,,,,,,,,,80281096.0,,,,,,,,,,,,,,,,,,,,,,,,,,12927712.0,,,,,,,,,,,,,,,,
4029,tt0361309,We Don't Live Here Anymore,/movie/We-Don-t-Live-Here-Anymore,101,"Drama,Romance",13,08,2004,Warner Bros.,,,,,,,,,,2037545.0,,,,,,,,,,,,,,,,,,,,,,,,,,328107.0,,,,,,,,,,,,,,,,
4031,tt0365190,Red Lights,/movie/Red-Lights,105,"Crime,Drama,Mystery",20,08,2004,WellSpring,,,,,,,,,,634064.0,38041.0,,,,,,,,,,,,,,,,,,,,,,,,,102103.0,5934.0,,,,,,,,,,,,,,,
4032,tt0298131,Rosenstrasse,/movie/Rosenstrasse,136,"Drama,War",20,08,2004,IDP Distribution,,,,,,,,,,727467.0,4569.0,,,,,,,,,,,,,,,,,,,,,,,,,117144.0,712.0,,,,,,,,,,,,,,,
4033,tt0318780,Almost Peaceful,/movie/Monde-presque-paisible-Un-(France),94,"Comedy,Drama,Romance",20,08,2004,Empire Pictures,,,,,,,,,,89931.0,15986.0,,,,,,,,,,,,,,,,,,,,,,,,,14481.0,2493.0,,,,,,,,,,,,,,,
4034,tt0325123,Bright Young Things,/movie/Bright-Young-Things,102,"Comedy,Drama,War",20,08,2004,ThinkFilm,,,,,,,,,,933637.0,,,,,,,,,,,,,,,,,,,,,,,,,,150344.0,,,,,,,,,,,,,,,,
4035,tt0377091,Mean Creek,/movie/Mean-Creek,90,"Crime,Drama",20,08,2004,Paramount Vantage,,,,,,,,,,603951.0,,,,,,,,,,,,,,,,,,,,,,,,,,97254.0,,,,,,,,,,,,,,,,
4036,tt0364751,Without a Paddle,/movie/Without-a-Paddle,95,"Adventure,Comedy,Mystery",20,08,2004,Paramount Pictures,,,,,,,,,,58107982.0,48453.0,,,,,,,,,,,,,,,,,,,,,,,,,9357162.0,7558.0,,,,,,,,,,,,,,,
4037,tt0403910,Bush's Brain,/movie/Bushs-Brain,80,Documentary,20,08,2004,Vitagraph Films,,,,,,,,,,176610.0,,,,,,,,,,,,,,,,,,,,,,,,,,28439.0,,,,,,,,,,,,,,,,
4038,tt0337930,Nicotina,/movie/Nicotina,93,"Action,Comedy,Crime",20,08,2004,Arenas Entertainment,,,,,,,,,,1109100.0,,,,,,,,,,,,,,,,,,,,,,,,,,178599.0,,,,,,,,,,,,,,,,
4039,tt0204313,Exorcist: The Beginning,/movie/Exorcist-The-Beginning,114,"Horror,Mystery,Thriller",20,08,2004,Warner Bros.,,,,,,,,,,41814863.0,,,,,,,,,,,,,,,,,,,,,,,,,,6733472.0,,,,,,,,,,,,,,,,
4041,tt0315273,Benji: Off the Leash!,/movie/Benji-Off-the-Leash,97,"Drama,Family",20,08,2004,Benji Returns,,,,,,,,,,3817362.0,,,,,,,,,,,,,,,,,,,,,,,,,,614712.0,,,,,,,,,,,,,,,,
4044,tt0335126,Grand Champion,/movie/Grand-Champion,93,"Comedy,Family",27,08,2004,IFG,,,,,,,,,,40874.0,,,,,,,,,,,,,,,,,,,,,,,,,,6581.0,,,,,,,,,,,,,,,,
4045,tt0330099,The Brown Bunny,/movie/Brown-Bunny-The,93,Drama,27,08,2004,WellSpring,,,,,,,,,,365984.0,317.0,,,,,,,,,,,,,,,,,,,,,,,,,58934.0,49.0,,,,,,,,,,,,,,,
