,tconst,movie,link,runtime,genres,day,month,year,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
6080,tt1001562,Witless Protection,/movie/Witless-Protection,99,"Comedy,Crime",22,02,2008,Lionsgate,,,,,,,,,,,,,,4151836.0,,,,,,,,,,,,,,,,,,,,,,,,,,578250.0,,,,,,,,,,,,
6081,tt0799934,Be Kind Rewind,/movie/Be-Kind-Rewind,102,Comedy,22,02,2008,New Line,,,,,,,,,,,,,,11175164.0,,,,,,,,,,,,,,,,,,,,,,,,,,1556430.0,,,,,,,,,,,,
6083,tt0990404,Chop Shop,/movie/Chop-Shop,84,Drama,27,02,2008,Noruz Films,,,,,,,,,,,,,,123731.0,,,,,,,,,,,,,,,,,,,,,,,,,,17232.0,,,,,,,,,,,,
6084,tt0905979,Chicago 10,/movie/Chicago-10,110,"Animation,Documentary,History",29,02,2008,Roadside Attractions,,,,,,,,,,,,,,176545.0,,,,,,,,,,,,,,,,,,,,,,,,,,24588.0,,,,,,,,,,,,
6085,tt0497467,Vivere,/movie/Vivere,97,"Drama,Romance",29,02,2008,Regent Releasing,,,,,,,,,,,,,,3547.0,,,,,,,,,,,,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,
6086,tt0870090,City of Men,/movie/Cidade-dos-Homens,106,"Crime,Drama",29,02,2008,Miramax,,,,,,,,,,,,,,307076.0,,,,,,,,,,,,,,,,,,,,,,,,,,42768.0,,,,,,,,,,,,
6088,tt0839980,Semi-Pro,/movie/Semi-Pro,91,"Comedy,Sport",29,02,2008,New Line,,,,,,,,,,,,,,33479698.0,,,,,,,,,,,,,,,,,,,,,,,,,,4662911.0,,,,,,,,,,,,
6089,tt0450188,La Vie en Rose,/movie/Mome-La,140,"Biography,Drama,Music",29,02,2008,Picturehouse,,,,,,,,,,,,,10072300.0,227482.0,,,,,,,,,,,,,,,,,,,,,,,,,1463997.0,31682.0,,,,,,,,,,,,
6090,tt1471226,Penelope,/movie/Penelope,80,"Drama,History",29,02,2008,Summit Entertainment,,,,,,,,,,,,,,10011996.0,,,,,,,,,,,,,,,,,,,,,,,,,,1394428.0,,,,,,,,,,,,
6091,tt0912596,The Unforeseen,/movie/Unforeseen-The,88,Documentary,29,02,2008,Cinema Guild,,,,,,,,,,,,,,90287.0,,,,,,,,,,,,,,,,,,,,,,,,,,12574.0,,,,,,,,,,,,
6092,tt0462023,"Romulus, My Father",/movie/Romulus-My-Father,104,"Biography,Drama",29,02,2008,Magnolia Pictures,,,,,,,,,,,,,,4283.0,,,,,,,,,,,,,,,,,,,,,,,,,,596.0,,,,,,,,,,,,
6093,tt0487195,Bonneville,/movie/Bonneville,93,"Comedy,Drama",29,02,2008,Senart/Scranton-Lacy,,,,,,,,,,,,,,488393.0,,,,,,,,,,,,,,,,,,,,,,,,,,68021.0,,,,,,,,,,,,
6094,tt0989618,Beyond Belief,/movie/Beyond-Belief,92,Documentary,29,02,2008,Film Sales Company,,,,,,,,,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,
6095,tt0467200,The Other Boleyn Girl,/movie/Other-Boleyn-Girl-The,115,"Biography,Drama,History",29,02,2008,Sony Pictures,,,,,,,,,,,,,,26814957.0,,,,,,,,,,,,,,,,,,,,,,,,,,3734673.0,,,,,,,,,,,,
6098,tt0997047,College Road Trip,/movie/College-Road-Trip,83,"Adventure,Comedy,Drama",07,03,2008,Walt Disney,,,,,,,,,,,,,,45610425.0,,,,,,,,,,,,,,,,,,,,,,,,,,6352427.0,,,,,,,,,,,,
6099,tt1068634,Body of War,/movie/Body-of-War,87,"Documentary,War",07,03,2008,Film Sales Company,,,,,,,,,,,,,,71716.0,,,,,,,,,,,,,,,,,,,,,,,,,,9988.0,,,,,,,,,,,,
6100,tt0200465,The Bank Job,/movie/Bank-Job-The,111,"Crime,Drama,Thriller",07,03,2008,Lionsgate,,,,,,,,,,,,,,30060660.0,,,,,,,,,,,,,,,,,,,,,,,,,,4186721.0,,,,,,,,,,,,
6101,tt1028539,Girls Rock!,/movie/Girls-Rock,90,"Documentary,Music",07,03,2008,Shadow,,,,,,,,,,,,,,159294.0,,,,,,,,,,,,,,,,,,,,,,,,,,22185.0,,,,,,,,,,,,
6102,tt0804505,Married Life,/movie/Married-Life,91,"Biography,Crime,Drama",07,03,2008,Sony Pictures Cla…,,,,,,,,,,,,,,1506998.0,,,,,,,,,,,,,,,,,,,,,,,,,,209888.0,,,,,,,,,,,,
6103,tt0453548,Snow Angels,/movie/Snow-Angels,107,"Crime,Drama,Romance",07,03,2008,Warner Independent,,,,,,,,,,,,,,402858.0,,,,,,,,,,,,,,,,,,,,,,,,,,56108.0,,,,,,,,,,,,
6104,tt1143105,Fighting for Life,/movie/Fighting-for-Life,89,"Documentary,War",07,03,2008,Truly Indie,,,,,,,,,,,,,,30606.0,,,,,,,,,,,,,,,,,,,,,,,,,,4262.0,,,,,,,,,,,,
6105,tt0970468,Miss Pettigrew Lives for a Day,/movie/Miss-Pettigrew-Lives-for-a-Day,92,"Comedy,Romance",07,03,2008,Focus Features,,,,,,,,,,,,,,12313694.0,,,,,,,,,,,,,,,,,,,,,,,,,,1714999.0,,,,,,,,,,,,
6106,tt0940709,CJ7,/movie/CJ7,88,"Comedy,Drama,Family",07,03,2008,Sony Pictures Cla…,,,,,,,,,,,,,,206678.0,,,,,,,,,,,,,,,,,,,,,,,,,,28785.0,,,,,,,,,,,,
6108,tt1029137,La Ligne Brisée,/movie/Ligne-Brisee-La,101,Drama,07,03,2008,,,,,,,,,,,,,,,466309.0,,,,,,,,,,,,,,,,,,,,,,,,,,64945.0,,,,,,,,,,,,
6109,tt0842929,Paranoid Park,/movie/Paranoid-Park,85,"Crime,Drama,Mystery",07,03,2008,IFC Films,,,,,,,,,,,,,,486021.0,,,,,,,,,,,,,,,,,,,,,,,,,,67690.0,,,,,,,,,,,,
6110,tt0930071,Last Stop for Paul,/movie/Last-Stop-for-Paul,83,Comedy,08,03,2008,Mandt Brothers,,,,,,,,,,,,,,11340.0,,,,,,,,,,,,,,,,,,,,,,,,,,1579.0,,,,,,,,,,,,
6111,tt2113698,La Rondine,/movie/Rondine-La,150,"Music,Romance",08,03,2008,The Bigger Picture,,,,,,,,,,,,,,49088.0,,,,,,,,,,,,,,,,,,,,,,,,,,6836.0,,,,,,,,,,,,
6112,tt1020972,Blind Mountain,/movie/Mang-Shan,95,"Crime,Drama",12,03,2008,Kino International,,,,,,,,,,,,,,13164.0,,,,,,,,,,,,,,,,,,,,,,,,,,1833.0,,,,,,,,,,,,
6113,tt0765141,Heartbeat Detector,/movie/Question-Humaine-La,143,"Drama,History,Music",14,03,2008,New Yorker,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,766.0,,,,,,,,,,,,
6115,tt0790709,Maldeamores,/movie/Maldeamores,81,"Comedy,Drama,Romance",14,03,2008,Maya Releasing,,,,,,,,,,,,,,22000.0,,,,,,,,,,,,,,,,,,,,,,,,,,3064.0,,,,,,,,,,,,
6117,tt0937239,Sputnik Mania,/movie/Sputnik-Mania,87,Documentary,14,03,2008,Balcony Releasing,,,,,,,,,,,,,,10650.0,,,,,,,,,,,,,,,,,,,,,,,,,,1483.0,,,,,,,,,,,,
6118,tt0808279,Funny Games,/movie/Funny-Games,111,"Crime,Drama,Thriller",14,03,2008,Warner Independent,,,,,,,,,,,,,,1294640.0,,,,,,,,,,,,,,,,,,,,,,,,,,180311.0,,,,,,,,,,,,
6119,tt1023111,Never Back Down,/movie/Never-Back-Down,113,"Action,Drama,Sport",14,03,2008,Summit Entertainment,,,,,,,,,,,,,,24850922.0,,,,,,,,,,,,,,,,,,,,,,,,,,3461131.0,,,,,,,,,,,,
6120,tt0460745,Chaos Theory,/movie/Chaos-Theory,87,"Comedy,Drama,Romance",14,03,2008,Warner Bros.,,,,,,,,,,,,,,240476.0,,,,,,,,,,,,,,,,,,,,,,,,,,33492.0,,,,,,,,,,,,
6122,tt0796339,On Broadway,/movie/On-Broadway,98,Drama,14,03,2008,Picture Park,,,,,,,,,,,,,,23095.0,,,,,,,,,,,,,,,,,,,,,,,,,,3216.0,,,,,,,,,,,,
6123,tt0888693,Sleepwalking,/movie/Sleepwalking,101,Drama,14,03,2008,Overture Films,,,,,,,,,,,,,,168972.0,,,,,,,,,,,,,,,,,,,,,,,,,,23533.0,,,,,,,,,,,,
6124,tt0992911,Flash Point,/movie/Flash-Point-(2007-Hong-Kong),88,"Action,Crime,Thriller",14,03,2008,Third Rail,,,,,,,,,,,,,,3271.0,,,,,,,,,,,,,,,,,,,,,,,,,,455.0,,,,,,,,,,,,
6125,tt0483607,Doomsday,/movie/Doomsday,113,"Action,Sci-Fi,Thriller",14,03,2008,Universal,,,,,,,,,,,,,,11008770.0,,,,,,,,,,,,,,,,,,,,,,,,,,1533255.0,,,,,,,,,,,,
6126,tt0796307,Under the Same Moon,/movie/Misma-luna-La,106,"Adventure,Drama",19,03,2008,Weinstein Co.,,,,,,,,,,,,,,12590147.0,,,,,,,,,,,,,,,,,,,,,,,,,,1753502.0,,,,,,,,,,,,
6127,tt1149583,FLOW: For Love of Water,/movie/FLOW-For-Love-of-Water,84,Documentary,21,03,2008,Oscilloscope Pict…,,,,,,,,,,,,,,142569.0,,,,,,,,,,,,,,,,,,,,,,,,,,19856.0,,,,,,,,,,,,
6128,tt0814130,The Hammer,/movie/Hammer-The-(2008),88,"Comedy,Romance,Sport",21,03,2008,Hammer the Movie,,,,,,,,,,,,,,442638.0,,,,,,,,,,,,,,,,,,,,,,,,,,61648.0,,,,,,,,,,,,
6131,tt1047494,Meet the Browns,/movie/Meet-the-Browns,100,"Comedy,Drama,Romance",21,03,2008,Lionsgate,,,,,,,,,,,,,,41975388.0,,,,,,,,,,,,,,,,,,,,,,,,,,5846154.0,,,,,,,,,,,,
6132,tt0817538,Drillbit Taylor,/movie/Drillbit-Taylor,110,"Action,Comedy,Crime",21,03,2008,Paramount Pictures,,,,,,,,,,,,,,32862104.0,,,,,,,,,,,,,,,,,,,,,,,,,,4576895.0,,,,,,,,,,,,
6133,tt0427998,The Grand,/movie/Grand-The,104,Comedy,21,03,2008,Anchor Bay Entert…,,,,,,,,,,,,,,115879.0,,,,,,,,,,,,,,,,,,,,,,,,,,16139.0,,,,,,,,,,,,
6134,tt0493402,Boarding Gate,/movie/Boarding-Gate,106,"Drama,Thriller",21,03,2008,Magnet Pictures,,,,,,,,,,,,,,50440.0,,,,,,,,,,,,,,,,,,,,,,,,,,7025.0,,,,,,,,,,,,
6135,tt0996605,Love Songs,/movie/Chansons-d-Amour-Les,91,"Drama,Musical,Romance",21,03,2008,IFC First Take,,,,,,,,,,,,,,103970.0,,,,,,,,,,,,,,,,,,,,,,,,,,14480.0,,,,,,,,,,,,
6136,tt0482599,Shutter,/movie/Shutter,85,"Horror,Mystery,Thriller",21,03,2008,20th Century Fox,,,,,,,,,,,,,,25928550.0,,,,,,,,,,,,,,,,,,,,,,,,,,3611219.0,,,,,,,,,,,,
6138,tt0770796,Planet B-Boy,/movie/Planet-B-Boy,95,"Documentary,History,Music",21,03,2008,Elephant Eye Films,,,,,,,,,,,,,,272791.0,,,,,,,,,,,,,,,,,,,,,,,,,,37993.0,,,,,,,,,,,,
6139,tt0762110,Irina Palm,/movie/Irina-Palm,103,Drama,21,03,2008,Strand,,,,,,,,,,,,,,44064.0,,,,,,,,,,,,,,,,,,,,,,,,,,6137.0,,,,,,,,,,,,
6142,tt0426592,Superhero Movie,/movie/Superhero-Movie,75,"Action,Comedy,Sci-Fi",28,03,2008,MGM,,,,,,,,,,,,,,25874034.0,,,,,,,,,,,,,,,,,,,,,,,,,,3603626.0,,,,,,,,,,,,
6143,tt0488988,Chapter 27,/movie/Chapter-27,84,"Biography,Crime,Drama",28,03,2008,Vitagraph Films,,,,,,,,,,,,,,56215.0,,,,,,,,,,,,,,,,,,,,,,,,,,7829.0,,,,,,,,,,,,
6144,tt0478087,21,/movie/21,123,"Crime,Drama,History",28,03,2008,Sony Pictures,,,,,,,,,,,,,,81159365.0,,,,,,,,,,,,,,,,,,,,,,,,,,11303532.0,,,,,,,,,,,,
6145,tt0337584,Backseat,/movie/Backseat,80,Comedy,28,03,2008,Truly Indie,,,,,,,,,,,,,,12343.0,,,,,,,,,,,,,,,,,,,,,,,,,,1719.0,,,,,,,,,,,,
6146,tt0846040,My Brother Is an Only Child,/movie/Mio-Fratello-e-Figlio-Unico,108,"Comedy,Crime,Drama",28,03,2008,ThinkFilm,,,,,,,,,,,,,,255620.0,,,,,,,,,,,,,,,,,,,,,,,,,,35601.0,,,,,,,,,,,,
6147,tt0780516,Flawless,/movie/Flawless-(2007),108,"Crime,Drama,Thriller",28,03,2008,Magnolia Pictures,,,,,,,,,,,,,,1200234.0,,,,,,,,,,,,,,,,,,,,,,,,,,167163.0,,,,,,,,,,,,
6149,tt1176960,One Two Three,/movie/One-Two-Three-(2008),135,"Comedy,Crime",28,03,2008,Eros Entertainment,,,,,,,,,,,,,,246724.0,,,,,,,,,,,,,,,,,,,,,,,,,,34362.0,,,,,,,,,,,,
6150,tt1194127,Hats Off,/movie/Hats-Off,84,Documentary,28,03,2008,Abramorama Films,,,,,,,,,,,,,,31272.0,,,,,,,,,,,,,,,,,,,,,,,,,,4355.0,,,,,,,,,,,,
6151,tt0765430,American Zombie,/movie/American-Zombie,90,"Comedy,Drama,Horror",28,03,2008,Cinema Libre,,,,,,,,,,,,,,3126.0,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,,,,,,,,,,,,
6152,tt1027729,Priceless,/movie/Hors-de-Prix,88,"Crime,Drama,Romance",28,03,2008,Samuel Goldwyn Films,,,,,,,,,,,,,,2164670.0,,,,,,,,,,,,,,,,,,,,,,,,,,301486.0,,,,,,,,,,,,
6153,tt0489281,Stop-Loss,/movie/Stop-Loss,112,"Drama,War",28,03,2008,Paramount Pictures,,,,,,,,,,,,,,10915744.0,,,,,,,,,,,,,,,,,,,,,,,,,,1520299.0,,,,,,,,,,,,
6155,tt0041385,La Forza del Destino,/movie/Forza-del-Destino-La,100,"Drama,Musical",03,04,2008,Emerging Pictures,,,,,,,,,,,,,,52577.0,,,,,,,,,,,,,,,,,,,,,,,,,,7322.0,,,,,,,,,,,,
6156,tt0410377,Nim's Island,/movie/Nims-Island,96,"Adventure,Family,Fantasy",04,04,2008,20th Century Fox,,,,,,,,,,,,,,48006762.0,,,,,,,,,,,,,,,,,,,,,,,,,,6686179.0,,,,,,,,,,,,
6157,tt0869977,Water Lilies,/movie/Naissance-des-pieuvres,85,"Drama,Romance",04,04,2008,Koch Lorber Films,,,,,,,,,,,,,,77310.0,,,,,,,,,,,,,,,,,,,,,,,,,,10767.0,,,,,,,,,,,,
6158,tt0949564,Tuya's Marriage,/movie/Tuyade-Hunshi,86,"Drama,Romance",04,04,2008,Music Box Films,,,,,,,,,,,,,,88148.0,,,,,,,,,,,,,,,,,,,,,,,,,,12276.0,,,,,,,,,,,,
6159,tt0963794,The Ruins,/movie/Ruins-The,90,"Adventure,Fantasy,Horror",04,04,2008,Paramount Pictures,,,,,,,,,,,,,,17432844.0,,,,,,,,,,,,,,,,,,,,,,,,,,2427973.0,,,,,,,,,,,,
6160,tt0835034,A Four Letter Word,/movie/Four-Letter-Word-A,87,"Comedy,Romance",04,04,2008,Embrem Entertainment,,,,,,,,,,,,,,72349.0,,,,,,,,,,,,,,,,,,,,,,,,,,10076.0,,,,,,,,,,,,
6161,tt0765120,My Blueberry Nights,/movie/My-Blueberry-Nights,95,"Drama,Romance",04,04,2008,Weinstein Co.,,,,,,,,,,,,,,866778.0,,,,,,,,,,,,,,,,,,,,,,,,,,120721.0,,,,,,,,,,,,
6162,tt0807721,Jellyfish,/movie/Jellyfish,78,Drama,04,04,2008,Zeitgeist,,,,,,,,,,,,,,341221.0,,,,,,,,,,,,,,,,,,,,,,,,,,47523.0,,,,,,,,,,,,
6163,tt0893382,Shine a Light,/movie/Shine-a-Light,122,"Biography,Documentary,Music",04,04,2008,Paramount Vantage,,,,,,,,,,,,,,5505267.0,,,,,,,,,,,,,,,,,,,,,,,,,,766750.0,,,,,,,,,,,,
6164,tt0790623,Meet Bill,/movie/Meet-Bill,93,"Comedy,Drama",04,04,2008,First Look,,,,,,,,,,,,,,59108.0,,,,,,,,,,,,,,,,,,,,,,,,,,8232.0,,,,,,,,,,,,
6165,tt0379865,Leatherheads,/movie/Leatherheads,114,"Comedy,Drama,Romance",04,04,2008,Universal,,,,,,,,,,,,,,31373938.0,,,,,,,,,,,,,,,,,,,,,,,,,,4369629.0,,,,,,,,,,,,
6166,tt0497972,Sex and Death 101,/movie/Sex-and-Death-101,117,"Comedy,Drama,Fantasy",04,04,2008,Anchor Bay Entert…,,,,,,,,,,,,,,23563.0,,,,,,,,,,,,,,,,,,,,,,,,,,3281.0,,,,,,,,,,,,
6167,tt1047007,Young @ Heart,/movie/Young-at-Heart,107,"Documentary,Music",09,04,2008,Fox Searchlight,,,,,,,,,,,,,,3992189.0,,,,,,,,,,,,,,,,,,,,,,,,,,556015.0,,,,,,,,,,,,
6168,tt0817544,Never Forever,/movie/Never-Forever,104,"Drama,Romance",11,04,2008,Arts Alliance Ame…,,,,,,,,,,,,,,14485.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,
6170,tt0951318,Bra Boys,/movie/Bra-Boys,90,"Documentary,Sport",11,04,2008,BerKela Films,,,,,,,,,,,,,,113730.0,,,,,,,,,,,,,,,,,,,,,,,,,,15839.0,,,,,,,,,,,,
6171,tt1187354,Refusenik,/movie/Refusenik,120,Documentary,11,04,2008,Abramorama Films,,,,,,,,,,,,,,39456.0,,,,,,,,,,,,,,,,,,,,,,,,,,5495.0,,,,,,,,,,,,
6172,tt1182908,Krazzy 4,/movie/Krazzy-4,110,"Comedy,Crime,Drama",11,04,2008,Eros Entertainment,,,,,,,,,,,,,,487215.0,,,,,,,,,,,,,,,,,,,,,,,,,,67857.0,,,,,,,,,,,,
6173,tt0416675,Dark Matter,/movie/Dark-Matter,88,Drama,11,04,2008,First Independent…,,,,,,,,,,,,,,30591.0,,,,,,,,,,,,,,,,,,,,,,,,,,4260.0,,,,,,,,,,,,
6174,tt1091225,Emma Smith: My Story,/movie/Emma-Smith-My-Story,98,"Biography,Drama,History",11,04,2008,Candlelight Media,,,,,,,,,,,,,,872427.0,,,,,,,,,,,,,,,,,,,,,,,,,,121507.0,,,,,,,,,,,,
6175,tt0880440,L'auberge rouge,/movie/Auberge-rouge-L,95,"Comedy,Crime",11,04,2008,,,,,,,,,,,,,,,50304.0,,,,,,,,,,,,,,,,,,,,,,,,,,7006.0,,,,,,,,,,,,
6176,tt0926129,Prom Night,/movie/Prom-Night-(2008),88,"Horror,Mystery",11,04,2008,Sony Pictures,,,,,,,,,,,,,,43869350.0,,,,,,,,,,,,,,,,,,,,,,,,,,6109937.0,,,,,,,,,,,,
6177,tt0421073,Street Kings,/movie/Street-Kings,109,"Action,Crime,Drama",11,04,2008,Fox Searchlight,,,,,,,,,,,,,,26418667.0,,,,,,,,,,,,,,,,,,,,,,,,,,3679480.0,,,,,,,,,,,,
6178,tt0475252,Jack and Jill vs. the World,/movie/Jack-and-Jill-vs-the-World,90,"Comedy,Drama,Romance",11,04,2008,Lantern Lane Ente…,,,,,,,,,,,,,,1964.0,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,
6181,tt0858479,Smart People,/movie/Smart-People,95,"Comedy,Drama,Romance",11,04,2008,Miramax,,,,,,,,,,,,,,9511289.0,,,,,,,,,,,,,,,,,,,,,,,,,,1324692.0,,,,,,,,,,,,
6182,tt0497323,Anamorph,/movie/Anamorph,107,"Crime,Horror,Thriller",16,04,2008,IFC Films,,,,,,,,,,,,,,6873.0,,,,,,,,,,,,,,,,,,,,,,,,,,957.0,,,,,,,,,,,,
6183,tt1003115,The First Saturday in May,/movie/First-Saturday-in-May-The,96,"Documentary,Sport",18,04,2008,Truly Indie,,,,,,,,,,,,,,124294.0,,,,,,,,,,,,,,,,,,,,,,,,,,17311.0,,,,,,,,,,,,
6185,tt0411061,88 Minutes,/movie/88-Minutes,108,"Crime,Drama,Mystery",18,04,2008,Sony Pictures,,,,,,,,,,,,,,16930884.0,,,,,,,,,,,,,,,,,,,,,,,,,,2358061.0,,,,,,,,,,,,
6187,tt0865556,The Forbidden Kingdom,/movie/Forbidden-Kingdom-The,104,"Action,Adventure,Fantasy",18,04,2008,Lionsgate,,,,,,,,,,,,,,52075270.0,,,,,,,,,,,,,,,,,,,,,,,,,,7252823.0,,,,,,,,,,,,
6188,tt0893346,Kiss the Bride,/movie/Kiss-the-Bride-(2008),100,"Comedy,Romance",18,04,2008,Regent Releasing,,,,,,,,,,,,,,32033.0,,,,,,,,,,,,,,,,,,,,,,,,,,4461.0,,,,,,,,,,,,
6189,tt0964539,Pathology,/movie/Pathology,95,"Crime,Thriller",18,04,2008,MGM,,,,,,,,,,,,,,109045.0,,,,,,,,,,,,,,,,,,,,,,,,,,15187.0,,,,,,,,,,,,
6191,tt0902270,Constantine's Sword,/movie/Constantines-Sword,93,"Biography,Documentary",18,04,2008,First Run Features,,,,,,,,,,,,,,179507.0,,,,,,,,,,,,,,,,,,,,,,,,,,25000.0,,,,,,,,,,,,
6193,tt0800039,Forgetting Sarah Marshall,/movie/Forgetting-Sarah-Marshall,111,"Comedy,Drama,Romance",18,04,2008,Universal,,,,,,,,,,,,,,63172463.0,,,,,,,,,,,,,,,,,,,,,,,,,,8798393.0,,,,,,,,,,,,
6195,tt0455805,Then She Found Me,/movie/Then-She-Found-Me,100,"Comedy,Drama,Romance",25,04,2008,ThinkFilm,,,,,,,,,,,,,,3735717.0,,,,,,,,,,,,,,,,,,,,,,,,,,520294.0,,,,,,,,,,,,
6196,tt0446676,Deal,/movie/Deal,85,"Comedy,Drama",25,04,2008,MGM,,,,,,,,,,,,,,61626.0,,,,,,,,,,,,,,,,,,,,,,,,,,8583.0,,,,,,,,,,,,
6197,tt0896866,Standard Operating Procedure,/movie/Standard-Operating-Procedure,116,"Crime,Documentary,War",25,04,2008,Sony Pictures Cla…,,,,,,,,,,,,,,228830.0,,,,,,,,,,,,,,,,,,,,,,,,,,31870.0,,,,,,,,,,,,
6199,tt1035731,Dare Not Walk Alone,/movie/Dare-Not-Walk-Alone,83,Documentary,25,04,2008,Indican Pictures,,,,,,,,,,,,,,52166.0,,,,,,,,,,,,,,,,,,,,,,,,,,7265.0,,,,,,,,,,,,
6200,tt0834941,A Plumm Summer,/movie/Plumm-Summer-A,99,"Adventure,Drama,Family",25,04,2008,Freestyle Releasing,,,,,,,,,,,,,,60668.0,,,,,,,,,,,,,,,,,,,,,,,,,,8449.0,,,,,,,,,,,,
6201,tt0889652,Roman de Gare,/movie/Roman-de-Gare,103,Drama,25,04,2008,Samuel Goldwyn Films,,,,,,,,,,,,,,1852764.0,,,,,,,,,,,,,,,,,,,,,,,,,,258045.0,,,,,,,,,,,,
6202,tt0871426,Baby Mama,/movie/Baby-Mama,99,"Comedy,Romance",25,04,2008,Universal,,,,,,,,,,,,,,60494212.0,,,,,,,,,,,,,,,,,,,,,,,,,,8425378.0,,,,,,,,,,,,
6203,tt0808210,The Cry,/movie/Cry-The,83,"Horror,Thriller",25,04,2008,Monterey Media,,,,,,,,,,,,,,21427.0,,,,,,,,,,,,,,,,,,,,,,,,,,2984.0,,,,,,,,,,,,
6204,tt0479528,Rogue,/movie/Rogue-(2007-Australia),99,"Action,Adventure,Drama",25,04,2008,Weinstein Co.,,,,,,,,,,,,,,10452.0,,,,,,,,,,,,,,,,,,,,,,,,,,1455.0,,,,,,,,,,,,
6205,tt0997233,Without the King,/movie/Without-the-King,83,Documentary,25,04,2008,First Run Features,,,,,,,,,,,,,,8663.0,,,,,,,,,,,,,,,,,,,,,,,,,,1206.0,,,,,,,,,,,,
6206,tt1114277,Up the Yangtze,/movie/Up-the-Yangtze,93,Documentary,25,04,2008,Zeitgeist,,,,,,,,,,,,,,783969.0,,,,,,,,,,,,,,,,,,,,,,,,,,109187.0,,,,,,,,,,,,
6207,tt0995752,Tashan,/movie/Tashan,120,"Action,Drama,Romance",25,04,2008,Yash Raj Films,,,,,,,,,,,,,,457380.0,,,,,,,,,,,,,,,,,,,,,,,,,,63701.0,,,,,,,,,,,,
6209,tt0866439,Made of Honor,/movie/Made-of-Honor,101,"Comedy,Romance",02,05,2008,Sony Pictures,,,,,,,,,,,,,,46012734.0,,,,,,,,,,,,,,,,,,,,,,,,,,6408458.0,,,,,,,,,,,,
6211,tt0475984,Mister Lonely,/movie/Mister-Lonely,112,"Comedy,Drama",02,05,2008,IFC Films,,,,,,,,,,,,,,165831.0,,,,,,,,,,,,,,,,,,,,,,,,,,23096.0,,,,,,,,,,,,
6212,tt1153111,Maman est chez le coiffeur,/movie/Maman-est-chez-le-coiffeur,97,Drama,02,05,2008,,,,,,,,,,,,,,,552984.0,,,,,,,,,,,,,,,,,,,,,,,,,,77017.0,,,,,,,,,,,,
6213,tt0048261,Kiss Me Deadly,/movie/Kiss-Me-Deadly,106,"Crime,Film-Noir,Mystery",02,05,2008,Regent Releasing,,,,,,,,,,,,,,30316.0,,,,,,,,,,,,,,,,,,,,,,,,,,4222.0,,,,,,,,,,,,
6216,tt1012804,Redbelt,/movie/Redbelt,99,"Drama,Sport",02,05,2008,Sony Pictures Cla…,,,,,,,,,,,,,,2344847.0,,,,,,,,,,,,,,,,,,,,,,,,,,326580.0,,,,,,,,,,,,
6217,tt0371746,Iron Man,/movie/Iron-Man,126,"Action,Adventure,Sci-Fi",02,05,2008,Paramount Pictures,,,,,,,,,,,,,,318412101.0,,192025.0,,,,,,,,,,,,,,,,,,,,,,,,44347089.0,,24338.0,,,,,,,,,,
6218,tt0765451,Fugitive Pieces,/movie/Fugitive-Pieces,104,"Adventure,Drama,War",02,05,2008,Samuel Goldwyn Films,,,,,,,,,,,,,,634379.0,,,,,,,,,,,,,,,,,,,,,,,,,,88353.0,,,,,,,,,,,,
6220,tt0995829,XXY,/movie/XXY,86,"Drama,Romance",02,05,2008,Film Movement,,,,,,,,,,,,,,46011.0,,,,,,,,,,,,,,,,,,,,,,,,,,6408.0,,,,,,,,,,,,
6222,tt0393956,Viva,/movie/Viva-(2007),120,"Comedy,Drama,Musical",02,05,2008,Vagrant Films,,,,,,,,,,,,,,7197.0,,,,,,,,,,,,,,,,,,,,,,,,,,1002.0,,,,,,,,,,,,
6223,tt0870211,Battle for Haditha,/movie/Battle-for-Haditha,97,"Drama,History,War",07,05,2008,Lafayette Films,,,,,,,,,,,,,,8443.0,,,,,,,,,,,,,,,,,,,,,,,,,,1175.0,,,,,,,,,,,,
6225,tt0814685,Frontière(s),/movie/Frontiere(s),108,Horror,09,05,2008,After Dark,,,,,,,,,,,,,,9913.0,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,,,,,,,,,,,,
